,country,year,sex,age,suicides_no,population,rate_per_100k
35997,Slovenia,1985,male,05-14,3.0,153000.0,1.9607843137254901
41277,Ukraine,2005,male,05-14,49.0,2506950.0,1.9545663056702367
36225,Slovenia,2004,male,05-14,2.0,102693.0,1.9475524135043287
36324,Slovenia,2013,female,15-24,2.0,102771.0,1.946074281655331
37119,Sri Lanka,1986,female,05-14,35.0,1799700.0,1.9447685725398678
22845,Latvia,2001,male,05-14,3.0,154873.0,1.9370710194804777
18528,Hungary,2007,female,15-24,12.0,627355.0,1.9127925974926476
33321,Russian Federation,2010,male,05-14,131.0,7012170.0,1.8681806060035622
41073,Ukraine,1988,male,05-14,69.0,3698600.0,1.8655707565024606
41241,Ukraine,2002,male,05-14,55.0,2968238.0,1.8529511447532174
23085,Lithuania,1987,male,05-14,5.0,270100.0,1.8511662347278786
13491,Estonia,1985,female,05-14,2.0,109000.0,1.8348623853211008
23109,Lithuania,1989,male,05-14,5.0,273853.0,1.825797051702921
23025,Lithuania,1981,male,05-14,5.0,276200.0,1.8102824040550325
33045,Russian Federation,1987,male,05-14,195.0,10833800.0,1.7999224648784362
21603,Kazakhstan,2011,female,05-14,21.0,1169247.0,1.7960276998786397
23193,Lithuania,1996,male,05-14,5.0,279323.0,1.790042352402058
13605,Estonia,1994,male,05-14,2.0,111954.0,1.786448005430802
41253,Ukraine,2003,male,05-14,50.0,2804341.0,1.7829500763280928
36189,Slovenia,2001,male,05-14,2.0,112524.0,1.7773985994099037
41121,Ukraine,1992,male,05-14,68.0,3833300.0,1.7739284689432082
41157,Ukraine,1995,male,05-14,68.0,3834000.0,1.7736045905059987
23349,Lithuania,2009,male,05-14,3.0,169250.0,1.7725258493353029
18441,Hungary,1999,male,05-14,11.0,622165.0,1.7680197375294333
22980,Latvia,2013,female,15-24,2.0,113955.0,1.755078759159317
13509,Estonia,1986,male,05-14,2.0,114300.0,1.7497812773403325
21273,Kazakhstan,1982,male,05-14,28.0,1604200.0,1.745418277022815
13521,Estonia,1987,male,05-14,2.0,114600.0,1.7452006980802794
13533,Estonia,1988,male,05-14,2.0,115000.0,1.7391304347826089
33033,Russian Federation,1986,male,05-14,186.0,10698500.0,1.7385614805813898
22647,Latvia,1985,female,05-14,3.0,173100.0,1.7331022530329288
37203,Sri Lanka,2002,female,05-14,28.0,1626383.0,1.721611699089329
41301,Ukraine,2007,male,05-14,39.0,2268187.0,1.7194349495874899
41109,Ukraine,1991,male,05-14,64.0,3793000.0,1.6873187450566833
22617,Latvia,1982,male,05-14,3.0,178300.0,1.682557487380819
21567,Kazakhstan,2008,female,05-14,19.0,1130043.0,1.68135194855417
41133,Ukraine,1993,male,05-14,65.0,3869500.0,1.679803592195374
32961,Russian Federation,1980,male,05-14,164.0,9809100.0,1.6719168934968551
41361,Ukraine,2012,male,05-14,35.0,2094456.0,1.6710783134140799
22791,Latvia,1997,female,05-14,3.0,180100.0,1.665741254858412
41337,Ukraine,2010,male,05-14,35.0,2102478.0,1.6647023179315075
23265,Lithuania,2002,male,05-14,4.0,240849.0,1.6607916163239207
41313,Ukraine,2008,male,05-14,36.0,2188808.0,1.6447308306621686
41181,Ukraine,1997,male,05-14,61.0,3713800.0,1.6425224837094083
41085,Ukraine,1989,male,05-14,61.0,3733100.0,1.634030698347218
13767,Estonia,2008,female,05-14,1.0,61285.0,1.6317206494248184
37179,Sri Lanka,2000,female,05-14,27.0,1659830.0,1.6266726110505294
33021,Russian Federation,1985,male,05-14,171.0,10568800.0,1.61796987359019
36123,Slovenia,1996,female,05-14,2.0,125100.0,1.598721023181455
22881,Latvia,2004,male,05-14,2.0,125144.0,1.5981589209230964
41325,Ukraine,2009,male,05-14,34.0,2136975.0,1.591034055148048
18309,Hungary,1988,male,05-14,13.0,818400.0,1.5884652981427176
22725,Latvia,1991,male,05-14,3.0,191200.0,1.5690376569037658
41097,Ukraine,1990,male,05-14,59.0,3763100.0,1.5678562886981477
22773,Latvia,1995,male,05-14,3.0,191800.0,1.5641293013555788
41145,Ukraine,1994,male,05-14,60.0,3870700.0,1.5501072157490894
41385,Ukraine,2015,male,05-14,33.0,2131084.0,1.548507707814427
13773,Estonia,2008,male,05-14,1.0,64680.0,1.546072974644403
36129,Slovenia,1996,male,05-14,2.0,131300.0,1.5232292460015233
33357,Russian Federation,2013,male,05-14,111.0,7327888.0,1.5147611426375511
13848,Estonia,2015,female,15-24,1.0,66216.0,1.5102090129273893
33345,Russian Federation,2012,male,05-14,107.0,7159170.0,1.4945866629790883
23199,Lithuania,1997,female,05-14,4.0,268373.0,1.4904629005153274
13851,Estonia,2015,female,05-14,1.0,67802.0,1.4748827468216277
23073,Lithuania,1986,male,05-14,4.0,271400.0,1.4738393515106853
41193,Ukraine,1998,male,05-14,53.0,3605000.0,1.4701803051317615
37131,Sri Lanka,1996,female,05-14,26.0,1768842.0,1.4698882093482628
36105,Slovenia,1994,male,05-14,2.0,136200.0,1.4684287812041115
23005,Latvia,2015,female,25-34,2.0,136399.0,1.4662864097244115
13833,Estonia,2013,male,05-14,1.0,68210.0,1.4660606949127692
21495,Kazakhstan,2002,female,05-14,20.0,1372725.0,1.4569560545630043
13749,Estonia,2006,male,05-14,1.0,68740.0,1.4547570555717195
36063,Slovenia,1991,female,05-14,2.0,137900.0,1.4503263234227701
13836,Estonia,2014,female,15-24,1.0,69127.0,1.4466127562312843
33333,Russian Federation,2011,male,05-14,102.0,7052757.0,1.4462429373364205
31623,Republic of Korea,2009,female,05-14,42.0,2908040.0,1.4442717431672192
21483,Kazakhstan,2001,female,05-14,21.0,1455622.0,1.4426822348109605
41061,Ukraine,1987,male,05-14,53.0,3683900.0,1.438692689812427
23181,Lithuania,1995,male,05-14,4.0,279260.0,1.4323569433502827
32985,Russian Federation,1982,male,05-14,144.0,10071800.0,1.4297345062451596
23421,Lithuania,2015,male,05-14,2.0,140115.0,1.4273989223138137
37209,Sri Lanka,2002,male,05-14,24.0,1682076.0,1.4268083011706962
23145,Lithuania,1992,male,05-14,4.0,280482.0,1.4261164709321812
37215,Sri Lanka,2003,female,05-14,23.0,1615933.0,1.423326338406357
18612,Hungary,2014,female,15-24,8.0,564343.0,1.417577607944105
22945,Latvia,2010,female,25-34,2.0,141714.0,1.411293167929774
41049,Ukraine,1986,male,05-14,52.0,3688600.0,1.4097489562435612
23409,Lithuania,2014,male,05-14,2.0,141934.0,1.4091056406498794
13857,Estonia,2015,male,05-14,1.0,71561.0,1.3974092033370134
13719,Estonia,2004,female,05-14,1.0,71710.0,1.3945056477478734
13737,Estonia,2005,male,05-14,1.0,71890.0,1.3910140492418974
41289,Ukraine,2006,male,05-14,33.0,2377451.0,1.3880412256656394
18321,Hungary,1989,male,05-14,11.0,796100.0,1.3817359628187413
23397,Lithuania,2013,male,05-14,2.0,144800.0,1.3812154696132597
21639,Kazakhstan,2014,female,05-14,18.0,1307309.0,1.3768741743535766
33291,Russian Federation,2008,female,05-14,90.0,6539687.0,1.3762126536025348
36277,Slovenia,2009,female,25-34,2.0,145730.0,1.3724010155767514
18489,Hungary,2003,male,05-14,8.0,585286.0,1.3668531282142407
31467,Republic of Korea,1996,female,05-14,44.0,3272200.0,1.3446610842858016
18237,Hungary,1982,male,05-14,11.0,820000.0,1.3414634146341464
31491,Republic of Korea,1998,female,05-14,42.0,3153700.0,1.3317690331990995
41013,Ukraine,1982,male,05-14,48.0,3622300.0,1.3251249206305387
13707,Estonia,2003,female,05-14,1.0,76235.0,1.3117334557617892
33369,Russian Federation,2014,male,05-14,96.0,7327888.0,1.310063690929774
36021,Slovenia,1987,male,05-14,2.0,153500.0,1.3029315960912053
18453,Hungary,2000,male,05-14,8.0,616642.0,1.297349191264948
32973,Russian Federation,1981,male,05-14,127.0,9920000.0,1.280241935483871
18357,Hungary,1992,male,05-14,9.0,706161.0,1.2744968923517441
33207,Russian Federation,2001,female,05-14,114.0,8998521.0,1.2668748564347407
23343,Lithuania,2009,female,05-14,2.0,160188.0,1.2485329737558368
13695,Estonia,2002,female,05-14,1.0,80820.0,1.2373174956693886
18393,Hungary,1995,male,05-14,8.0,655969.0,1.2195698272326894
31629,Republic of Korea,2009,male,05-14,39.0,3199206.0,1.219052477395954
37185,Sri Lanka,2000,male,05-14,21.0,1723309.0,1.2185858717154032
31635,Republic of Korea,2010,female,05-14,34.0,2793259.0,1.2172161621962017
21507,Kazakhstan,2003,female,05-14,16.0,1316237.0,1.2155865547010152
21471,Kazakhstan,2000,female,05-14,18.0,1486628.0,1.2107938233371092
33303,Russian Federation,2009,female,05-14,78.0,6552868.0,1.1903184987092676
21387,Kazakhstan,1993,female,05-14,20.0,1726000.0,1.1587485515643103
22671,Latvia,1987,female,05-14,2.0,174100.0,1.1487650775416427
23079,Lithuania,1987,female,05-14,3.0,261700.0,1.146350783339702
22593,Latvia,1980,male,05-14,2.0,174600.0,1.145475372279496
22683,Latvia,1988,female,05-14,2.0,176500.0,1.13314447592068
13671,Estonia,2000,female,05-14,1.0,88530.0,1.1295606009262398
23337,Lithuania,2008,male,05-14,2.0,177345.0,1.1277453550988188
36315,Slovenia,2012,female,05-14,1.0,89873.0,1.1126812279550031
22695,Latvia,1989,female,05-14,2.0,179800.0,1.1123470522803114
41001,Ukraine,1981,male,05-14,40.0,3610100.0,1.1080025484058613
21519,Kazakhstan,2004,female,05-14,14.0,1263986.0,1.1076072045101766
23097,Lithuania,1988,male,05-14,3.0,271200.0,1.1061946902654867
22677,Latvia,1987,male,05-14,2.0,181200.0,1.1037527593818983
33267,Russian Federation,2006,female,05-14,75.0,6808787.0,1.101517788704508
13801,Estonia,2011,female,25-34,1.0,90940.0,1.0996261271167802
23061,Lithuania,1985,male,05-14,3.0,273200.0,1.0980966325036603
22707,Latvia,1990,female,05-14,2.0,182300.0,1.0970927043335161
23121,Lithuania,1990,male,05-14,3.0,276213.0,1.0861183217299692
18297,Hungary,1987,male,05-14,9.0,830600.0,1.0835540573079703
33195,Russian Federation,2000,female,05-14,103.0,9543220.0,1.079300278103198
23133,Lithuania,1991,male,05-14,3.0,278721.0,1.0763451623666678
22701,Latvia,1989,male,05-14,2.0,185900.0,1.0758472296933836
23205,Lithuania,1997,male,05-14,3.0,279223.0,1.0744100593432488
22797,Latvia,1997,male,05-14,2.0,188000.0,1.0638297872340425
31479,Republic of Korea,1997,female,05-14,34.0,3201300.0,1.0620685346577954
37197,Sri Lanka,2001,male,05-14,18.0,1699714.0,1.0590016908726996
36231,Slovenia,2005,female,05-14,1.0,94970.0,1.0529640939243972
18381,Hungary,1994,male,05-14,7.0,668761.0,1.0467117550215996
22923,Latvia,2008,female,05-14,1.0,95665.0,1.0453143782992735
33279,Russian Federation,2007,female,05-14,69.0,6605348.0,1.0446080963485953
36333,Slovenia,2013,male,05-14,1.0,96956.0,1.0313956846404555
22977,Latvia,2012,male,05-14,1.0,97001.0,1.0309172070391026
31653,Republic of Korea,2011,male,05-14,30.0,2914466.0,1.029348086407596
18369,Hungary,1993,male,05-14,7.0,685836.0,1.020652167573589
13647,Estonia,1998,female,05-14,1.0,98422.0,1.0160330007518645
41373,Ukraine,2014,male,05-14,21.0,2074827.0,1.0121325778004624
41343,Ukraine,2011,female,05-14,20.0,1976990.0,1.011638905609032
22989,Latvia,2013,male,05-14,1.0,98867.0,1.0114598399870534
36345,Slovenia,2014,male,05-14,1.0,99080.0,1.0092854259184498
33381,Russian Federation,2015,male,05-14,79.0,7836667.0,1.0080816244967408
41355,Ukraine,2012,female,05-14,20.0,1984557.0,1.0077815855125352
21261,Kazakhstan,1981,male,05-14,16.0,1590900.0,1.005720032685901
31665,Republic of Korea,2012,male,05-14,28.0,2802575.0,0.999081202108775
33327,Russian Federation,2011,female,05-14,67.0,6720399.0,0.9969646147498087
22929,Latvia,2008,male,05-14,1.0,100371.0,0.9963037132239391
33231,Russian Federation,2003,female,05-14,79.0,7960126.0,0.9924466019758984
23013,Latvia,2015,male,05-14,1.0,100914.0,0.9909427829637117
33219,Russian Federation,2002,female,05-14,83.0,8396266.0,0.9885346652904994
36357,Slovenia,2015,male,05-14,1.0,101184.0,0.9882985452245414
21435,Kazakhstan,1997,female,05-14,16.0,1623000.0,0.9858287122612446
31473,Republic of Korea,1996,male,05-14,35.0,3573700.0,0.9793771161541259
33183,Russian Federation,1999,female,05-14,98.0,10037400.0,0.976348456771674
31647,Republic of Korea,2011,female,05-14,26.0,2677562.0,0.9710326035400861
33255,Russian Federation,2005,female,05-14,69.0,7138064.0,0.9666486599167505
33243,Russian Federation,2004,female,05-14,73.0,7572781.0,0.9639787549646556
36195,Slovenia,2002,female,05-14,1.0,103743.0,0.9639204572838649
22917,Latvia,2007,male,05-14,1.0,104290.0,0.9588647041902388
18345,Hungary,1991,male,05-14,7.0,730241.0,0.9585876443530287
33315,Russian Federation,2010,female,05-14,64.0,6682338.0,0.957748620318218
31503,Republic of Korea,1999,female,05-14,30.0,3143200.0,0.9544413336726902
33339,Russian Federation,2012,female,05-14,65.0,6819793.0,0.9531081075334691
41037,Ukraine,1985,male,05-14,35.0,3682400.0,0.9504670866825984
21651,Kazakhstan,2015,female,05-14,13.0,1370388.0,0.9486364445689834
23301,Lithuania,2005,male,05-14,2.0,211022.0,0.9477684791159215
36213,Slovenia,2003,male,05-14,1.0,105663.0,0.9464050803024711
41379,Ukraine,2015,female,05-14,19.0,2010824.0,0.9448862754771179
36312,Slovenia,2012,female,15-24,1.0,106474.0,0.9391964235400191
41319,Ukraine,2009,female,05-14,19.0,2027867.0,0.9369450757865283
13587,Estonia,1993,female,05-14,1.0,108628.0,0.9205729646131753
21399,Kazakhstan,1994,female,05-14,16.0,1740500.0,0.9192760700948003
37191,Sri Lanka,2001,female,05-14,15.0,1640606.0,0.914296302707658
36300,Slovenia,2011,female,15-24,1.0,109517.0,0.9131002492763681
13461,Estonia,1981,male,05-14,1.0,109600.0,0.9124087591240875
37233,Sri Lanka,2006,male,05-14,15.0,1650300.0,0.9089256498818397
23271,Lithuania,2003,female,05-14,2.0,220424.0,0.9073422131891264
31599,Republic of Korea,2007,female,05-14,28.0,3108585.0,0.9007313616967205
18513,Hungary,2005,male,05-14,5.0,557376.0,0.8970605121139051
22887,Latvia,2005,female,05-14,1.0,112115.0,0.8919413102617847
36288,Slovenia,2010,female,15-24,1.0,112313.0,0.8903688798269124
21411,Kazakhstan,1995,female,05-14,15.0,1688900.0,0.8881520516312393
31497,Republic of Korea,1998,male,05-14,31.0,3494900.0,0.8870067813099087
31641,Republic of Korea,2010,male,05-14,27.0,3054724.0,0.883876906718905
31509,Republic of Korea,1999,male,05-14,31.0,3509800.0,0.8832412103253747
31485,Republic of Korea,1997,male,05-14,31.0,3519500.0,0.880806932802955
18501,Hungary,2004,male,05-14,5.0,571353.0,0.8751157340558288
36177,Slovenia,2000,male,05-14,1.0,114436.0,0.8738508860847984
36147,Slovenia,1998,female,05-14,1.0,115200.0,0.8680555555555556
23277,Lithuania,2003,male,05-14,2.0,230665.0,0.8670582879934104
31611,Republic of Korea,2008,female,05-14,26.0,3008336.0,0.8642651618702166
31443,Republic of Korea,1994,female,05-14,30.0,3485300.0,0.8607580409146989
31689,Republic of Korea,2014,male,05-14,22.0,2615352.0,0.8411869606844509
36135,Slovenia,1997,female,05-14,1.0,119100.0,0.8396305625524769
18285,Hungary,1986,male,05-14,7.0,837300.0,0.8360205422190374
31455,Republic of Korea,1995,female,05-14,28.0,3367300.0,0.8315267424939863
18327,Hungary,1990,female,05-14,6.0,724010.0,0.828717835389014
18555,Hungary,2009,female,05-14,4.0,485140.0,0.8245042668095808
18207,Hungary,1980,female,05-14,6.0,729500.0,0.8224811514736121
31461,Republic of Korea,1995,male,05-14,30.0,3651900.0,0.8214901831923109
21375,Kazakhstan,1992,female,05-14,14.0,1706200.0,0.8205368655491736
41307,Ukraine,2008,female,05-14,17.0,2078121.0,0.8180466873680599
33111,Russian Federation,1993,female,05-14,93.0,11376500.0,0.8174746187315959
36111,Slovenia,1995,female,05-14,1.0,125500.0,0.7968127490039841
18219,Hungary,1981,female,05-14,6.0,755200.0,0.7944915254237288
21339,Kazakhstan,1989,female,05-14,13.0,1645500.0,0.7900334244910362
18429,Hungary,1998,male,05-14,5.0,635890.0,0.7862995172120965
18417,Hungary,1997,male,05-14,5.0,641303.0,0.7796626555621914
22863,Latvia,2003,female,05-14,1.0,128691.0,0.7770551165194147
31677,Republic of Korea,2013,male,05-14,21.0,2708467.0,0.775346349060188
31659,Republic of Korea,2012,female,05-14,20.0,2582212.0,0.774529744265769
33351,Russian Federation,2013,female,05-14,54.0,6979537.0,0.7736902891982662
36099,Slovenia,1994,female,05-14,1.0,129900.0,0.7698229407236336
18549,Hungary,2008,male,05-14,4.0,520680.0,0.7682261657832066
33375,Russian Federation,2015,female,05-14,57.0,7464309.0,0.7636339813906418
23067,Lithuania,1986,female,05-14,2.0,262600.0,0.7616146230007617
18279,Hungary,1986,female,05-14,6.0,792700.0,0.7569067743156301
18267,Hungary,1985,female,05-14,6.0,794000.0,0.7556675062972292
41331,Ukraine,2010,female,05-14,15.0,1993721.0,0.752362040626547
33171,Russian Federation,1998,female,05-14,79.0,10548900.0,0.7488932495331266
23175,Lithuania,1995,female,05-14,2.0,268965.0,0.7435911735727697
23139,Lithuania,1992,female,05-14,2.0,271082.0,0.7377841391165773
23217,Lithuania,1998,male,05-14,2.0,276408.0,0.7235680588116119
31605,Republic of Korea,2007,male,05-14,25.0,3457021.0,0.7231659859746296
41187,Ukraine,1998,female,05-14,25.0,3462400.0,0.7220425138632162
41367,Ukraine,2014,female,05-14,14.0,1959353.0,0.7145215793172541
36051,Slovenia,1990,female,05-14,1.0,140800.0,0.7102272727272728
21447,Kazakhstan,1998,female,05-14,11.0,1556100.0,0.706895443737549
36039,Slovenia,1989,female,05-14,1.0,142800.0,0.700280112044818
33147,Russian Federation,1996,female,05-14,78.0,11267400.0,0.6922626337930666
33159,Russian Federation,1997,female,05-14,76.0,10988200.0,0.6916510438470359
31617,Republic of Korea,2008,male,05-14,23.0,3330584.0,0.6905695817910612
36003,Slovenia,1986,female,05-14,1.0,145400.0,0.687757909215956
31449,Republic of Korea,1994,male,05-14,26.0,3787700.0,0.6864323996092615
37227,Sri Lanka,2006,female,05-14,11.0,1606015.0,0.68492510966585
33135,Russian Federation,1995,female,05-14,78.0,11419400.0,0.6830481461372752
23367,Lithuania,2011,female,05-14,1.0,146411.0,0.6830087903231314
31563,Republic of Korea,2004,female,05-14,22.0,3222667.0,0.6826643894637578
31701,Republic of Korea,2015,male,05-14,17.0,2523952.0,0.6735468820326219
36057,Slovenia,1990,male,05-14,1.0,148700.0,0.6724949562878278
18477,Hungary,2002,male,05-14,4.0,598250.0,0.6686167989970748
33099,Russian Federation,1992,female,05-14,76.0,11376200.0,0.6680613913257503
31425,Republic of Korea,1992,male,05-14,26.0,3906100.0,0.6656255600215049
36045,Slovenia,1989,male,05-14,1.0,150300.0,0.6653359946773121
31527,Republic of Korea,2001,female,05-14,21.0,3180198.0,0.6603362432150451
41211,Ukraine,2000,female,05-14,21.0,3181200.0,0.6601282534892493
37221,Sri Lanka,2003,male,05-14,11.0,1668884.0,0.6591231026242688
21459,Kazakhstan,1999,female,05-14,10.0,1523100.0,0.6565557087518876
33123,Russian Federation,1994,female,05-14,75.0,11447200.0,0.6551820532531973
31413,Republic of Korea,1991,male,05-14,26.0,3973100.0,0.6544008456872467
21363,Kazakhstan,1991,female,05-14,11.0,1682200.0,0.6539055998097729
23355,Lithuania,2010,female,05-14,1.0,153084.0,0.653236131796922
31437,Republic of Korea,1993,male,05-14,25.0,3855600.0,0.6484075111526092
23373,Lithuania,2011,male,05-14,1.0,154519.0,0.6471696037380517
31401,Republic of Korea,1990,male,05-14,26.0,4028200.0,0.6454495804577728
31671,Republic of Korea,2013,female,05-14,16.0,2502109.0,0.6394605510791096
41247,Ukraine,2003,female,05-14,17.0,2668337.0,0.6371009359012748
18243,Hungary,1983,female,05-14,5.0,785200.0,0.6367804381049413
31365,Republic of Korea,1987,male,05-14,27.0,4259100.0,0.6339367472001127
18579,Hungary,2011,female,05-14,3.0,473510.0,0.6335663449557559
31419,Republic of Korea,1992,female,05-14,23.0,3634400.0,0.6328417345366498
22827,Latvia,2000,female,05-14,1.0,158092.0,0.632543076183488
33363,Russian Federation,2014,female,05-14,44.0,6979537.0,0.6304143097171059
31587,Republic of Korea,2006,female,05-14,20.0,3194081.0,0.626158196989995
31575,Republic of Korea,2005,female,05-14,20.0,3223612.0,0.6204220607194663
23361,Lithuania,2010,male,05-14,1.0,161599.0,0.618815710493258
31431,Republic of Korea,1993,female,05-14,22.0,3570700.0,0.6161256896406867
21423,Kazakhstan,1996,female,05-14,10.0,1633400.0,0.6122199093914534
18585,Hungary,2011,male,05-14,3.0,499293.0,0.6008496013362895
31695,Republic of Korea,2015,female,05-14,14.0,2347429.0,0.5963971647278788
18273,Hungary,1985,male,05-14,5.0,840200.0,0.5950964056177102
22896,Latvia,2006,female,15-24,1.0,169332.0,0.5905558311482768
18561,Hungary,2009,male,05-14,3.0,511177.0,0.586880865140646
21615,Kazakhstan,2012,female,05-14,7.0,1198748.0,0.5839425800918959
